FORMULARIO,CODIGO_ACCIDENTE,FECHA,CODIGO_VICTIMA,CODIGO_VEHICULO,TIPO_ACTOR,ESTADO,GENERO,EDAD,GRAVEDAD,CLASE_SINIESTRO,DIRECCION,LONGITUD,LATITUD,CODIGO_LOCALIDAD,TOTAL_HERIDOS,TOTAL_MUERTOS,MOD_VEHICULO,CLASE_VEHICULO,SERVICIO_VEHICULO,CODIGO_CAUSA
A001241232,10534428,28/02/21,2,2.0,ACOMPANANTE,HERIDO,FEMENINO,26.0,2,1,AV AVENIDA CIUDAD DE CALI - AV AVENIDA DE LA ESPERANZA  02,-74.125,4.672,9,2.0,,2014.0,10.0,3.0,121
A001299533,10539556,10/05/21,1,2.0,MOTOCICLISTA,HERIDO,MASCULINO,40.0,2,1,DG 45 A S- KR 52 A 02,-74.135130797,4.59429945600004,6,4.0,,2021.0,10.0,3.0,103
A001237364,10530789,09/01/21,1,2.0,MOTOCICLISTA,MUERTO,MASCULINO,38.0,1,3,AU NORTE - CL 192  02,-74.0429999999999,4.77100000000007,1,,1.0,2020.0,10.0,3.0,157
A001297703,10538109,15/04/21,0,1.0,CONDUCTOR,ILESO,MASCULINO,33.0,2,2,KR 11 - CL 72  02,-74.058509041,4.65774432699999,2,1.0,,2020.0,2.0,2.0,157
A001391324,10561832,28/01/22,0,1.0,MOTOCICLISTA,HERIDO,MASCULINO,32.0,2,1,CL 9  - KR 13   02,-74.075,4.602,3,1.0,,2018.0,10.0,1.0,157
A001448513,10568442,15/04/22,0,1.0,CONDUCTOR,ILESO,MASCULINO,63.0,2,2,CL 76  S- KR 19 A  02,-74.152,4.541,19,1.0,,1983.0,6.0,3.0,157
A001236633,10530431,31/12/20,0,2.0,MOTOCICLISTA,HERIDO,MASCULINO,21.0,2,1,KR 88H-CL 69A S 02,0.0,0.0,7,2.0,0.0,2020.0,10.0,3.0,157
A001240831,10534772,04/03/21,1,2.0,CICLISTA,HERIDO,MASCULINO,34.0,2,1,CL 57 R S- KR 63  02,-74.15366213,4.59634359000006,7,1.0,,,13.0,0.0,142
A001513911,10580437,10/09/22,2,3.0,CONDUCTOR,HERIDO,MASCULINO,58.0,2,1,AV AVENIDA CARACAS - CL 23   02,-74.074556125,4.611590729,3,6.0,,2013.0,1.0,2.0,121
A001456062,10577041,27/07/22,2,1.0,ACOMPANANTE,HERIDO,FEMENINO,43.0,2,1,CL 86 D  - KR 49 A  02,-74.064,4.677,12,3.0,,2017.0,1.0,3.0,112
A001298594,10538780,27/04/21,0,1.0,MOTOCICLISTA,HERIDO,MASCULINO,28.0,2,1,AV AVENIDA DE LAS AMERICAS - KR 40  02,-74.096095573,4.62668408299999,16,1.0,,2021.0,10.0,3.0,157
A001395378,10565951,17/03/22,3,4.0,CONDUCTOR,ILESO,FEMENINO,51.0,2,1,CL 6  - KR 4   02,-74.077,4.59,17,7.0,,2021.0,5.0,3.0,157
A001240518,10536586,24/03/21,2,1.0,ACOMPANANTE,MUERTO,MASCULINO,26.0,1,1,CL 57 R S- KR 71 B 02,-74.162448216,4.60183325000003,7,2.0,1.0,2021.0,10.0,3.0,157
A001347360,10554428,04/11/21,0,1.0,MOTOCICLISTA,HERIDO,MASCULINO,36.0,2,2,CL 17  - KR 100   02,-74.1460053069207,4.67299381216129,9,2.0,,2016.0,10.0,3.0,157
A001300352,10541770,10/06/21,0,1.0,CONDUCTOR,ILESO,MASCULINO,32.0,2,1,CL 163  - KR 21   02,-74.045294637,4.74333707300002,1,2.0,,2012.0,5.0,3.0,157
A001515324,10581929,29/09/22,1,2.0,CICLISTA,HERIDO,MASCULINO,34.0,2,1,AV AVENIDA CIUDAD DE VILLAVICENCIO - KR 81  S 02,-74.168,4.624,8,3.0,,,13.0,0.0,157
A001448988,10568913,22/04/22,0,1.0,CONDUCTOR,HERIDO,MASCULINO,27.0,2,1,CL 45 A  S- KR 54 B  02,-74.142,4.595,6,2.0,,2013.0,1.0,3.0,157
A001512759,10579339,26/08/22,0,1.0,MOTOCICLISTA,HERIDO,MASCULINO,26.0,2,1,CL 137  - KR 147 B  02,-74.11886236656,4.7462771123,11,1.0,,2007.0,10.0,3.0,112
A001511663,10579101,21/08/22,2,2.0,ACOMPANANTE,HERIDO,FEMENINO,74.0,2,1,KR 56  - CL 79   02,-74.069,4.686,12,3.0,,2008.0,1.0,3.0,112
A001240310,10533874,20/02/21,1,,PEATON,HERIDO,FEMENINO,35.0,2,2,KR 27 - CL 19  02,-74.085521027,4.61629396199999,14,2.0,,,,,134
A001302029,10542938,24/06/21,2,2.0,ACOMPANANTE,HERIDO,FEMENINO,27.0,2,1,KR 7  - CL 51   02,-74.063512167,4.63769897899999,2,2.0,,2018.0,10.0,3.0,121
A001510576,10577150,28/07/22,2,3.0,CONDUCTOR,ILESO,MASCULINO,41.0,2,1,CL 13 A  - KR 81 F  02,-74.14,4.653,8,1.0,,1978.0,5.0,3.0,157
A001342029,10549737,15/09/21,1,2.0,CONDUCTOR,ILESO,MASCULINO,40.0,2,1,AC 127  - KR 98   02,-74.0989624701545,4.72531197042589,11,1.0,,2020.0,1.0,3.0,121
A001388096,10558642,16/12/21,4,1.0,PASAJERO,HERIDO,MASCULINO,65.0,1,1,KR 77 C  - CL 59  S 02,-74.181936299,4.59186743300006,19,28.0,2.0,2021.0,2.0,2.0,157
A001184786,10525628,31/10/20,0,1.0,CONDUCTOR,ILESO,MASCULINO,63.0,2,1,CL 63-KR 17 02,0.0,0.0,12,2.0,0.0,1999.0,1.0,2.0,142
A001296790,10537289,06/04/21,0,1.0,CONDUCTOR,ILESO,MASCULINO,28.0,2,1,CL 24 - KR 24  38,-74.079089751,4.61993441200002,14,1.0,,2017.0,1.0,3.0,103
A001387647,10559501,23/12/21,2,,PEATON,HERIDO,FEMENINO,22.0,1,2,CL 68  S- KR 51   02,-74.157511481,4.58049551300007,19,1.0,1.0,,,,157
A001302200,10543370,30/06/21,2,1.0,ACOMPANANTE,HERIDO,FEMENINO,46.0,2,1,KR 1  - CL 32   02,-74.062486485,4.61669712999998,3,2.0,,2009.0,1.0,2.0,112
A001348535,10555507,18/11/21,2,1.0,ACOMPANANTE,HERIDO,MASCULINO,73.0,2,1,KR 30  - CL 47   02,-74.060598384,4.63321345600002,13,3.0,,2020.0,10.0,3.0,121
A001347433,10555264,14/11/21,0,1.0,CONDUCTOR,ILESO,MASCULINO,56.0,2,1,CL 24  - KR 116   02,-74.145868906,4.6904801,9,1.0,,2011.0,1.0,2.0,139
A001510845,10577455,30/07/22,2,2.0,ACOMPANANTE,HERIDO,FEMENINO,54.0,2,1,KR 30  - CL 8  S 02,-74.107,4.599,16,3.0,,2016.0,1.0,3.0,121
A001241692,10555253,04/03/21,0,1.0,CONDUCTOR,ILESO,MASCULINO,28.0,2,4,CL 49 B BIS S- KR 5 U  02,-74.116737397,4.55543801000005,18,1.0,,2015.0,2.0,2.0,157
A001395428,10566976,31/03/22,1,2.0,MOTOCICLISTA,MUERTO,MASCULINO,26.0,1,1,CL 140 A  - KR 103 B  02,-74.096,4.742,11,,1.0,2018.0,10.0,3.0,112
A001303415,10540890,29/05/21,1,2.0,MOTOCICLISTA,HERIDO,MASCULINO,34.0,2,1,CL 56  S- KR 33 BIS  02,-74.142,4.581,6,3.0,,2021.0,10.0,3.0,157
A001299759,10539844,14/05/21,0,1.0,CICLISTA,ILESO,MASCULINO,20.0,2,1,AV AVENIDA CIUDAD DE CALI - CL 8 C  02,-74.148608673,4.64753703800005,8,1.0,,,13.0,0.0,104
A001305909,10546301,06/08/21,0,1.0,MOTOCICLISTA,HERIDO,MASCULINO,20.0,2,1,CL 5 B B - KR 78 H  40,-74.147934147,4.62980869900002,8,3.0,,2021.0,10.0,3.0,139
A001387021,10557836,09/12/21,0,1.0,CONDUCTOR,HERIDO,MASCULINO,31.0,2,1,KR 80  - CL 58 J  S 35,-74.180008605,4.61013517800001,7,2.0,,2016.0,1.0,3.0,121
A001349198,10556633,25/11/21,1,2.0,CONDUCTOR,ILESO,MASCULINO,0.0,2,1,KR 30  - CL 13   02,-74.091429885,4.61420824200002,16,1.0,,2019.0,1.0,3.0,121
A001513461,10580108,05/09/22,0,1.0,CONDUCTOR,ILESO,MASCULINO,45.0,2,1,AV AVENIDA CARACAS - AV AVENIDA PRIMERO DE MAYO  02,-74.102,4.581,15,2.0,,2001.0,5.0,3.0,103
A001454511,10574248,22/06/22,0,1.0,MOTOCICLISTA,HERIDO,MASCULINO,24.0,1,1,CL 56  S- KR 19 C  02,-74.138,4.567,6,1.0,1.0,2020.0,10.0,3.0,157
A001453171,10573776,16/06/22,1,,PEATON,HERIDO,FEMENINO,68.0,2,1,CL 100  - KR 17 A  02,-74.05,4.686,1,3.0,,,,,145
A001344904,10551718,08/10/21,0,1.0,MOTOCICLISTA,MUERTO,MASCULINO,26.0,1,1,KR 50  - CL 22   02,-74.1007513069999,4.63549860400002,13,,1.0,2019.0,10.0,3.0,157
A001346810,10554219,03/11/21,0,1.0,CONDUCTOR,ILESO,MASCULINO,73.0,2,1,CL 129  - KR 53 D  02,-74.061498865,4.71655877000001,11,2.0,,2016.0,1.0,3.0,157
A001241309,10534139,25/02/21,0,1.0,CONDUCTOR,HERIDO,MASCULINO,63.0,2,1,KR 86 - CL 49 S 02,-74.173139936,4.62275352199998,8,2.0,,2008.0,1.0,3.0,157
A001234233,10527762,29/11/20,0,2.0,MOTOCICLISTA,HERIDO,MASCULINO,39.0,2,1,AC 17-KR 106 02,0.0,0.0,9,3.0,0.0,2014.0,10.0,3.0,157
A001297386,10538183,18/04/21,0,1.0,CONDUCTOR,,,,2,2,CL 75 S- KR 80 J 02,-74.203027751,4.60957789999998,7,1.0,,,0.0,0.0,157
A001297298,10538106,17/04/21,0,1.0,CONDUCTOR,ILESO,MASCULINO,58.0,2,1,KR 7 - CL 34  02,-74.067160518,4.621583101,3,2.0,,2014.0,2.0,2.0,121
A001340034,10547446,20/08/21,0,1.0,MOTOCICLISTA,HERIDO,MASCULINO,40.0,2,1,AC 100  - KR 63   02,-74.0679321303744,4.68951212187822,12,1.0,,2021.0,10.0,3.0,103
A001390119,10562906,06/02/22,2,,PEATON,HERIDO,MASCULINO,20.0,2,1,KR 30  - CL 26   02,-74.113,4.594,13,1.0,,,,,121
A001240446,10533588,18/02/21,0,1.0,CONDUCTOR,HERIDO,MASCULINO,21.0,1,2,CL 11 S- KR 25  84,-74.101994861,4.59340227300004,15,1.0,1.0,1994.0,1.0,3.0,157
A001386217,10557109,30/11/21,0,1.0,MOTOCICLISTA,HERIDO,MASCULINO,24.0,2,6,CL 26  - KR 96   02,-74.125046198,4.684456861,9,1.0,,2017.0,10.0,3.0,157
A001299325,10539314,05/05/21,2,1.0,ACOMPANANTE,HERIDO,FEMENINO,25.0,2,1,AU SUR - KR 50  02,-74.126676754,4.59318494000007,6,4.0,,2021.0,10.0,3.0,112
A001447733,10567855,06/04/22,1,2.0,MOTOCICLISTA,HERIDO,MASCULINO,30.0,2,1,KR 14  - CL 3  S 02,-74.091,4.589,15,2.0,,2020.0,10.0,3.0,142
A001299563,10539680,11/05/21,1,2.0,MOTOCICLISTA,HERIDO,MASCULINO,18.0,2,1,KR 27 - CL 24 I S 02,-74.11,4.589,15,1.0,,2021.0,10.0,3.0,112
A001391505,10562680,04/02/22,1,,PEATON,HERIDO,FEMENINO,28.0,2,2,AV AVENIDA CARACAS - CL 51   02,-74.066454657,4.638470744,2,1.0,,,,,157
A001344137,10551345,03/10/21,1,2.0,MOTOCICLISTA,HERIDO,MASCULINO,20.0,2,1,KR 30  - CL 12   02,-74.0935052899999,4.61238101000004,16,1.0,,2020.0,10.0,3.0,157
A001341953,10549150,08/09/21,1,2.0,MOTOCICLISTA,HERIDO,MASCULINO,19.0,2,1,CL 13  - KR 65   02,-74.115008298,4.634348219,16,3.0,,2021.0,10.0,3.0,142
A001234385,10530806,13/01/21,0,1.0,MOTOCICLISTA,MUERTO,MASCULINO,20.0,1,2,CL 67 D  S- KR 11   02,-74.1189337879999,4.52854018700003,5,1.0,1.0,2019.0,10.0,3.0,157
A001300755,10541636,06/06/21,2,1.0,ACOMPANANTE,HERIDO,FEMENINO,18.0,2,1,AV AVENIDA DE LAS AMERICAS - CL 65   02,-74.119332138,4.628073895,16,2.0,,2021.0,10.0,3.0,114
A001511931,10578311,13/08/22,1,1.0,ACOMPANANTE,HERIDO,FEMENINO,25.0,1,1,KR 68  - CL 1   02,-74.126,4.621,16,5.0,1.0,2005.0,1.0,3.0,116
A001181453,10522820,09/10/20,0,2.0,CICLISTA,HERIDO,MASCULINO,20.0,2,1,KR 28-CL 41 64,0.0,0.0,13,2.0,0.0,,13.0,,157
A001349151,10555983,22/11/21,0,1.0,CICLISTA,HERIDO,MASCULINO,16.0,2,1,CL 26  S- KR 78 k  02,-74.150177184,4.62775602200003,8,2.0,,,13.0,0.0,142
A001345402,10552506,17/10/21,1,2.0,CICLISTA,MUERTO,MASCULINO,32.0,1,1,KR 89 C  - CL 42 A  S 02,-74.17213336,4.63786576800004,8,,1.0,,13.0,0.0,142
A001341567,10549654,15/09/21,0,1.0,MOTOCICLISTA,MUERTO,MASCULINO,25.0,1,1,AC 53  - KR 77 A  02,-74.110451289,4.67741483500004,10,1.0,1.0,2015.0,10.0,3.0,157
A001239740,10532995,10/02/21,1,2.0,CONDUCTOR,ILESO,MASCULINO,21.0,2,1,CL 72 - AV AVENIDA CARACAS  02,-74.0618531699999,4.65931024000002,2,1.0,,2008.0,5.0,3.0,112
A001390978,10561323,21/01/22,1,2.0,CICLISTA,HERIDO,FEMENINO,31.0,2,1,KR 72  - CL 65 A  02,-74.101,4.68,10,1.0,,,13.0,0.0,112
A001340274,10547829,25/08/21,1,2.0,CONDUCTOR,ILESO,MASCULINO,37.0,2,1,KR 72  - CL 127   02,-74.079658698,4.70996624200001,11,1.0,,2021.0,5.0,3.0,103
A001513438,10580195,08/09/22,1,2.0,MOTOCICLISTA,MUERTO,MASCULINO,76.0,1,3,CL 24  - KR 121 A  02,-74.14974971172,4.69364371439,9,,1.0,2014.0,10.0,3.0,157
A001238391,10536146,22/03/21,0,1.0,CONDUCTOR,ILESO,MASCULINO,57.0,2,1,KR 140 B BIS - CL 139  02,-74.115294508,4.74710284899999,11,2.0,,2005.0,1.0,2.0,121
A001447750,10567657,05/04/22,0,1.0,CONDUCTOR,,,,2,2,CL 6  - KR 81   02,-74.154,4.637,8,1.0,,,1.0,0.0,97
A001389024,10562000,28/01/22,0,1.0,CONDUCTOR,ILESO,MASCULINO,32.0,1,1,AV AVENIDA CIUDAD DE VILLAVICENCIO - CL 47  S 02,-74.1616944789999,4.60652858400005,8,,1.0,2005.0,5.0,2.0,141
A001395418,10566610,25/03/22,1,,PEATON,HERIDO,FEMENINO,77.0,2,2,CL 39 B  - KR 72 F BIS  02,-74.147,4.609,8,2.0,,,,,157
A001239754,10531970,01/02/21,1,1.0,ACOMPANANTE,HERIDO,MASCULINO,31.0,2,3,CL 51 S- KR 5 D 02,-74.112333731,4.54891585000001,5,1.0,,2017.0,10.0,3.0,157
A001237921,10535321,10/03/21,1,2.0,CICLISTA,HERIDO,FEMENINO,30.0,2,1,CL 72 - KR 86  02,-74.107338596,4.69686854399998,10,1.0,,,13.0,0.0,157
A001344030,10550883,30/09/21,1,,PEATON,HERIDO,,,2,2,AK 30  - CL 10   02,-74.094761318,4.61040989100002,16,2.0,,,,,411
A001185015,10525471,29/10/20,1,2.0,PASAJERO,HERIDO,FEMENINO,25.0,2,1,AV AVENIDA DEL SUR-KR 75 02,0.0,0.0,7,2.0,0.0,2016.0,10.0,3.0,102
A001510425,10577363,29/07/22,1,2.0,CICLISTA,HERIDO,FEMENINO,50.0,2,1,AC 72  - KR 65 B  02,-74.084,4.676,12,3.0,,,13.0,0.0,112
A001345380,10553716,28/10/21,2,2.0,ACOMPANANTE,HERIDO,MASCULINO,15.0,2,1,DG 68 F  S- KR 50   02,-74.159905169,4.57884998899999,19,3.0,,2018.0,10.0,3.0,157
A001303199,10540623,24/05/21,0,1.0,CONDUCTOR,ILESO,MASCULINO,58.0,2,1,KR 92  - CL 87   02,-74.10029623,4.71145692499999,10,1.0,,2015.0,2.0,2.0,122
A001455569,10575528,10/07/22,0,1.0,MOTOCICLISTA,MUERTO,MASCULINO,52.0,1,1,KR 51  - DG 58  S 02,-74.143,4.579,6,,1.0,2012.0,10.0,3.0,116
A001345087,10552259,12/10/21,0,1.0,CONDUCTOR,ILESO,MASCULINO,56.0,2,2,KR 86  - CL 8   02,-74.150036171,4.64634897399998,8,1.0,,2007.0,6.0,3.0,411
A001296683,10537044,31/03/21,0,1.0,CONDUCTOR,ILESO,MASCULINO,48.0,2,1,KR 52 C - CL 19 A S 02,-74.12516693,4.60977415299999,16,2.0,,2014.0,2.0,2.0,506
A001237496,10533867,18/02/21,1,2.0,MOTOCICLISTA,HERIDO,MASCULINO,26.0,2,1,KR 14 - CL 7  43,-74.083602562,4.59827528000005,3,1.0,,2011.0,10.0,3.0,121
A001513679,10580393,11/09/22,0,1.0,MOTOCICLISTA,HERIDO,MASCULINO,26.0,2,1,AV AVENIDA TRANSVERSAL DE SUBA - CL 126   02,-74.072,4.71,11,1.0,,2019.0,10.0,3.0,103
A001455799,10575897,12/07/22,1,1.0,ACOMPANANTE,HERIDO,FEMENINO,21.0,2,2,KR 1  - CL 32   02,-74.063,4.617,3,3.0,,2018.0,10.0,3.0,157
A001298442,10538748,26/04/21,0,1.0,MOTOCICLISTA,ILESO,MASCULINO,30.0,2,1,CL 153 - KR 94  02,-74.083902841,4.75022546000002,11,1.0,,2019.0,10.0,1.0,127
A001347094,10554100,03/11/21,0,1.0,CONDUCTOR,ILESO,MASCULINO,48.0,2,1,KR 104 B  - CL 22 H  02,-74.142506067,4.68081381600001,9,1.0,,2008.0,5.0,3.0,157
A001183960,10525583,30/10/20,0,2.0,CONDUCTOR,ILESO,FEMENINO,34.0,2,1,CL 26-KR 106 02,0.0,0.0,9,2.0,0.0,2018.0,1.0,3.0,103
A001304638,10544686,17/07/21,0,1.0,MOTOCICLISTA,HERIDO,MASCULINO,44.0,1,2,KR 100  - CL 23 F  02,-74.1363774389999,4.67962745000005,9,1.0,1.0,2012.0,10.0,3.0,411
A001346138,10553890,29/10/21,0,1.0,CONDUCTOR,ILESO,MASCULINO,65.0,2,1,KR 45  - CL 134 A  02,-74.051162499,4.72020581100003,1,1.0,,2012.0,5.0,2.0,121
A001237281,10530963,16/01/21,1,2.0,CICLISTA,HERIDO,MASCULINO,26.0,2,1,CL 69 F S- KR 14 V 02,-74.122529485,4.52077326700004,5,2.0,,,13.0,0.0,103
A001240431,10534227,26/02/21,1,2.0,CONDUCTOR,ILESO,MASCULINO,37.0,2,1,AV AVENIDA DEL SUR - CL 59 S 02,-74.1782408484121,4.59702435137166,7,1.0,,2011.0,1.0,2.0,142
A001394417,10565704,14/03/22,1,2.0,MOTOCICLISTA,HERIDO,MASCULINO,22.0,2,1,CL 30 D  S- KR 2  E 02,-74.094,4.558,4,3.0,,2017.0,10.0,3.0,157
A001390673,10561308,21/01/22,0,1.0,CICLISTA,HERIDO,FEMENINO,29.0,2,1,CL 72  - KR 29 B  02,-74.071478649,4.666398084,12,1.0,,,13.0,0.0,157
A001393053,10564346,28/02/22,0,1.0,CONDUCTOR,ILESO,MASCULINO,39.0,2,1,CL 53  - KR 24   02,-74.074,4.642,13,1.0,,2021.0,2.0,2.0,103
A001515069,10581689,28/09/22,1,2.0,MOTOCICLISTA,MUERTO,MASCULINO,33.0,1,1,KR 13  - CL 91  S 02,-74.114251671,4.50586264499998,5,,1.0,2022.0,10.0,3.0,122
A001386437,10558438,12/12/21,1,,PEATON,HERIDO,FEMENINO,71.0,2,2,CL 53  - KR 27 A  02,-74.076413411,4.64232070000003,13,1.0,,,,,411
A001346030,10553604,27/10/21,2,2.0,ACOMPANANTE,HERIDO,MASCULINO,35.0,2,1,CL 13  - KR 17   02,-74.082679185,4.60579825299999,14,3.0,,2010.0,5.0,3.0,103
A001514382,10580990,18/09/22,1,2.0,MOTOCICLISTA,HERIDO,MASCULINO,18.0,2,1,KR 91  - CL 97   02,-74.096,4.715,10,2.0,,2000.0,24.0,3.0,142
A001298115,10538543,22/04/21,1,2.0,CONDUCTOR,HERIDO,MASCULINO,17.0,2,1,CL 170 - KR 17 A 02,-74.039996151,4.74996861300002,1,3.0,,2015.0,5.0,3.0,132
A001395876,10566628,25/03/22,0,1.0,MOTOCICLISTA,HERIDO,FEMENINO,26.0,2,1,CL 45  - KR 20   02,-74.073,4.633,13,1.0,,2021.0,10.0,3.0,98
A001347667,10555504,18/11/21,1,2.0,CONDUCTOR,ILESO,MASCULINO,56.0,2,1,CL 11  S- KR 11 B  10,-74.092357041,4.58384624000001,15,3.0,,2014.0,1.0,3.0,121
A001394251,10564948,06/03/22,0,1.0,MOTOCICLISTA,HERIDO,MASCULINO,29.0,1,2,CL 71 C  S- KR 78 C  02,-74.196,4.604,7,2.0,1.0,2021.0,10.0,3.0,157
A001301946,10542848,26/06/21,1,2.0,MOTOCICLISTA,HERIDO,MASCULINO,25.0,1,1,AV AVENIDA CARACAS - CL 22   02,-74.0753429809999,4.61084202600006,14,2.0,1.0,2021.0,10.0,3.0,114
A001241516,10534788,05/03/21,1,1.0,PASAJERO,HERIDO,FEMENINO,51.0,2,4,KR 51 - CL 59 C S 02,-74.155420471,4.580659062,19,1.0,,2016.0,2.0,2.0,119
A001450042,10570759,10/05/22,2,1.0,ACOMPANANTE,HERIDO,FEMENINO,74.0,2,1,CL 52  S- KR 8   02,-74.122,4.557,6,4.0,,1993.0,6.0,3.0,112
A001348743,10556727,27/11/21,0,1.0,CONDUCTOR,ILESO,MASCULINO,45.0,2,1,KR 111  - CL 158   02,-74.094,4.76,11,1.0,,2021.0,2.0,2.0,157
A001303553,10540626,22/05/21,1,2.0,CICLISTA,HERIDO,FEMENINO,25.0,2,1,CL 50 A  S- KR 5 R  02,-74.119435224,4.553291554,18,3.0,,,13.0,0.0,157
A001511044,10577773,05/08/22,1,2.0,MOTOCICLISTA,HERIDO,MASCULINO,27.0,2,1,KR 89 B  - CL 46  S 02,-74.177,4.635,7,2.0,,2020.0,10.0,3.0,122
A001340299,10547734,23/08/21,7,1.0,ACOMPANANTE,HERIDO,FEMENINO,56.0,2,1,KR 3  E- CL 163   02,-74.014254271,4.734494332,1,10.0,,1993.0,6.0,3.0,157
A001344188,10551077,30/09/21,1,2.0,MOTOCICLISTA,HERIDO,MASCULINO,43.0,2,1,KR 68  - CL 79 A  02,-74.07993443,4.68293342200002,12,2.0,,2021.0,10.0,3.0,121
A001184606,10526458,12/11/20,0,1.0,CONDUCTOR,ILESO,MASCULINO,54.0,2,2,CL 72-KR 77 02,0.0,0.0,10,1.0,0.0,2014.0,2.0,2.0,157
A001389621,10561638,26/01/22,2,3.0,CONDUCTOR,ILESO,MASCULINO,49.0,2,1,TV 127  - CL 132 D  02,-74.111774763,4.74256513699999,11,2.0,,2015.0,2.0,2.0,142
A001238196,10535537,13/03/21,1,2.0,CICLISTA,HERIDO,MASCULINO,17.0,2,1,AV AVENIDA CIUDAD DE CALI - CL 69 S 02,-74.192706522,4.61551947800007,7,3.0,,,13.0,0.0,142
A001299134,10539023,01/05/21,2,3.0,CONDUCTOR,,,,2,1,CL 187 - KR 15  60,-74.035630402,4.76448503900002,1,2.0,,2015.0,1.0,3.0,141
A001235250,10528592,10/12/20,1,,PEATON,HERIDO,FEMENINO,44.0,2,2,KR 45-CL 182 02,0.0,0.0,1,1.0,0.0,,,,145
A001395428,10566976,31/03/22,1,2.0,MOTOCICLISTA,MUERTO,MASCULINO,26.0,1,1,CL 140 A  - KR 103 B  02,-74.096,4.742,11,,1.0,2018.0,10.0,3.0,157
A001448599,10568393,16/04/22,0,1.0,CONDUCTOR,ILESO,MASCULINO,45.0,2,1,KR 104  - CL 76   02,-74.117,4.709,10,1.0,,2015.0,1.0,3.0,122
A001297075,10537172,05/04/21,0,1.0,CONDUCTOR,HERIDO,MASCULINO,26.0,2,1,KR 50 - CL 26  02,-74.093463438,4.63970669100001,13,2.0,,2020.0,1.0,2.0,121
A001510558,10577051,26/07/22,1,,PEATON,HERIDO,MASCULINO,36.0,2,2,KR 3  E- CL 91   02,-74.0134457789,4.6692384779,2,3.0,,,,,157
A001297857,10537871,14/04/21,2,1.0,ACOMPANANTE,HERIDO,FEMENINO,23.0,1,1,CL 13 - KR 60  02,-74.1122790869999,4.63245520400005,16,2.0,1.0,2008.0,1.0,3.0,116
A001389834,10560607,11/01/22,1,2.0,MOTOCICLISTA,HERIDO,MASCULINO,18.0,2,1,KR 30  - CL 80   02,-74.067071432,4.67441903000002,12,3.0,,2017.0,10.0,3.0,157
A001393378,10564274,25/02/22,0,1.0,CICLISTA,HERIDO,MASCULINO,20.0,2,1,KR 50  - CL 87   02,-74.065859124,4.678855602,12,2.0,,,13.0,0.0,142
A001390623,10563644,20/02/22,0,1.0,MOTOCICLISTA,HERIDO,MASCULINO,26.0,2,1,KR 104  - CL 135 A  02,-74.099297907,4.739048191,11,2.0,,2020.0,10.0,3.0,157
A001451402,10571023,16/05/22,2,3.0,CONDUCTOR,ILESO,MASCULINO,21.0,1,1,KR 45  - CL 127   02,-74.054,4.707,1,,1.0,2012.0,4.0,2.0,125
A001454863,10575322,02/07/22,1,,PEATON,HERIDO,MASCULINO,22.0,2,2,KR 10  - CL 3  S 02,-74.087,4.586,4,2.0,,,,,142
A001513938,10580978,21/09/22,0,1.0,CONDUCTOR,ILESO,MASCULINO,51.0,1,1,CL 60  - KR 14   02,-74.065,4.647,13,,1.0,2008.0,1.0,3.0,112
A001237335,10530881,19/01/21,1,2.0,MOTOCICLISTA,MUERTO,MASCULINO,31.0,1,1,KR 29  - CL 75   02,-74.0698037399999,4.66843432000007,12,1.0,1.0,2017.0,10.0,3.0,157
A001241028,10533991,22/02/21,1,,PEATON,HERIDO,MASCULINO,54.0,2,2,CL 90 - KR 95 G 02,-74.102664592,4.71823752400002,10,1.0,,,,,145
A001511700,10577937,09/08/22,1,2.0,CICLISTA,MUERTO,MASCULINO,58.0,1,1,AU NORTE - CL 194   02,-74.043,4.772,1,,1.0,,13.0,0.0,98
A001301220,10543110,28/06/21,1,2.0,MOTOCICLISTA,HERIDO,MASCULINO,41.0,2,1,CL 147  - KR 45   02,-74.049609398,4.73016424200006,1,1.0,,2021.0,10.0,3.0,103
A001301750,10546953,16/08/21,2,,PEATON,MUERTO,FEMENINO,31.0,1,2,CL 59  S- KR 80 H  02,-74.182112586,4.61111282000007,7,1.0,2.0,,,,114
A001391750,10563514,20/02/22,0,1.0,MOTOCICLISTA,HERIDO,MASCULINO,27.0,1,2,KR 14  - CL 63   02,-74.064424111,4.649780012,2,2.0,1.0,2021.0,10.0,3.0,142
A001395486,10566288,17/03/22,0,1.0,CONDUCTOR,ILESO,MASCULINO,52.0,2,1,CL 40  S- KR 99 A BIS  02,-74.176,4.649,8,1.0,,2013.0,2.0,2.0,157
A001448585,10574367,25/06/22,0,1.0,MOTOCICLISTA,MUERTO,MASCULINO,48.0,1,1,KR 7  - CL 126   02,-74.028483794,4.70088340199999,1,,1.0,2021.0,10.0,3.0,157
A001447556,10567133,02/04/22,0,1.0,CONDUCTOR,ILESO,MASCULINO,24.0,1,1,AV AVENIDA BOYACA - CL 17   02,-74.127,4.649,9,,1.0,2020.0,7.0,2.0,121
A001239006,10530987,20/01/21,0,1.0,CONDUCTOR,ILESO,MASCULINO,35.0,2,1,KR 76 - CL 73 A 02,-74.097752856,4.69203388199998,10,1.0,,2011.0,1.0,3.0,112
